113,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,17,0
114,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,17,0
115,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,17,0
123,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,17,0
124,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,17,0
145,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,17,0
146,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,15,2
147,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,15,2
151,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,15,2
153,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,15,2
155,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,17,0
156,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,17,0
169,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,17,0
171,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,17,0
172,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,17,0
173,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,17,0
174,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,17,0
185,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,17,0
187,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,3,13,4
188,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,2,4,13
189,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,2,4,13
191,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,17,0
192,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,17,0
207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17
209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17
210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17
211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17
219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17
227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17
513,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,17,0
521,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,17,0
527,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,17,0
528,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,17,0
530,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,17,0
532,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,17,0
533,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,17,0
534,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,16
535,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,16,1
536,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,16
540,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,17,0
541,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,17,0
546,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,17,0
553,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,17,0
554,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,15
555,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,15
557,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,15,2
564,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,15,2
566,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,15,2
567,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,15,2
589,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,15,2
590,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,15,2
593,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,15,2
594,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,15,2
614,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,15,2
615,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,15,2
616,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,15,2
623,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,15,2
625,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,2,13,4
631,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,15,2
670,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,15,2
681,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,15,2
691,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,15,2
693,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,15,2
694,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,15,2
698,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,15,2
699,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,15,2
700,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,15,2
704,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,15,2
